ticket_id,summary,description,priority,issue_type,project,component,customer_tier,created_hours,channel,final_team,sla_breach,created_timestamp
435,Password reset link is invalid,the user receives an access denied response. The problem is reproducible from the production environment.,High,Access,Identity,Password Reset,Standard,26.17,Chat,Security,Yes,2026-08-27T05:19:40.625564+00:00
436,Laptop will not power on,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Printer,Business,9.06,Email,L1-Hardware,No,2026-08-22T04:55:22.831423+00:00
437,Database queries are timing out,transactions are waiting longer than expected. The support team has attached the latest logs.,Medium,Database,Data Services,Backup,Standard,4.89,Portal,L3-Database,Yes,2026-08-31T02:39:17.194149+00:00
438,Intermittent network connectivity,users cannot stay connected to the corporate network. The issue is currently affecting several users.,Medium,Network,Platform,DNS,Standard,16.0,Email,L2-Network,Yes,2026-09-11T07:19:19.219627+00:00
439,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,Notifications,Enterprise,29.76,Chat,L2-Application,Yes,2026-08-25T05:36:56.077621+00:00
440,DNS resolution failing for internal service,packets appear to be dropped intermittently. The support team has attached the latest logs.,High,Network,Platform,VPN,Business,10.64,Portal,L2-Network,Yes,2026-08-23T21:32:16.062491+00:00
441,Printer is unavailable,the device worked earlier in the day. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Laptop,Business,28.5,Portal,L1-Hardware,Yes,2026-08-31T08:15:57.573038+00:00
442,Application page shows a blank screen,logs contain repeated server errors. This started after a recent configuration change.,Medium,Application,Customer Portal,API,Business,13.41,Portal,L2-Application,Yes,2026-09-09T00:20:15.166513+00:00
443,Database queries are timing out,replica data is several minutes behind primary. The customer has already tried restarting the service.,Low,Database,Data Services,Backup,Standard,21.82,Chat,L3-Database,Yes,2026-09-06T01:44:01.929224+00:00
444,VPN connection drops repeatedly,connections fail after authentication. The problem is reproducible from the production environment.,Low,Network,Platform,Load Balancer,Enterprise,21.28,Jira,L2-Network,No,2026-09-09T13:49:01.627510+00:00
445,Docking station disconnects,the issue affects a single employee workstation. This started after a recent configuration change.,High,Hardware,Workplace IT,Laptop,Enterprise,10.74,Portal,L1-Hardware,Yes,2026-08-31T04:04:27.012111+00:00
446,External monitor is not detected,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Monitor,Business,25.48,Jira,L1-Hardware,Yes,2026-09-13T21:41:41.728307+00:00
447,Database queries are timing out,transactions are waiting longer than expected. The issue is currently affecting several users.,Low,Database,Data Services,Backup,Enterprise,24.47,Jira,L3-Database,Yes,2026-08-25T19:15:05.124329+00:00
448,Checkout returns an error,the UI shows an unexpected error message. The issue is currently affecting several users.,High,Application,Customer Portal,Checkout,Standard,16.44,Jira,L2-Application,Yes,2026-08-26T23:44:16.831879+00:00
449,Search results fail to load,the UI shows an unexpected error message. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Enterprise,6.71,Email,L2-Application,No,2026-09-06T00:51:19.874005+00:00
450,Search results fail to load,the same request succeeds after a retry. The support team has attached the latest logs.,High,Application,Customer Portal,Authentication,Standard,9.72,Email,L2-Application,Yes,2026-09-07T05:31:22.365648+00:00
451,External monitor is not detected,the peripheral is intermittently unavailable. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Dock,Business,6.29,Portal,L2-Network,No,2026-09-03T08:23:22.489337+00:00
452,VPN connection drops repeatedly,packets appear to be dropped intermittently. This started after a recent configuration change.,Medium,Network,Platform,WiFi,Standard,30.09,Chat,L2-Network,Yes,2026-09-05T10:08:13.511232+00:00
453,Database connection pool is exhausted,the issue is affecting reporting and analytics. The customer has already tried restarting the service.,Low,Database,Data Services,Query Engine,Business,34.51,Jira,L3-Database,Yes,2026-09-20T04:33:43.198483+00:00
454,DNS resolution failing for internal service,requests time out from the office network. This started after a recent configuration change.,Medium,Network,Platform,Firewall,Standard,20.29,Chat,L2-Network,Yes,2026-08-27T14:54:37.120863+00:00
455,Application page shows a blank screen,the same request succeeds after a retry. This started after a recent configuration change.,High,Application,Customer Portal,Checkout,Standard,27.75,Email,L2-Application,Yes,2026-09-03T08:09:59.291169+00:00
456,VPN connection drops repeatedly,the service becomes unreachable every few minutes. This started after a recent configuration change.,High,Network,Platform,VPN,Enterprise,16.24,Jira,L2-Network,Yes,2026-08-30T04:25:28.931018+00:00
457,Search results fail to load,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,Search,Standard,34.75,Email,L2-Application,Yes,2026-08-22T11:52:46.850798+00:00
458,Laptop will not power on,the issue affects a single employee workstation. The issue is currently affecting several users.,Low,Hardware,Workplace IT,Monitor,Standard,23.59,Email,L1-Hardware,No,2026-09-06T07:55:30.166914+00:00
459,Checkout returns an error,the same request succeeds after a retry. The issue is currently affecting several users.,Medium,Application,Customer Portal,Checkout,Standard,24.88,Jira,L2-Application,Yes,2026-08-23T01:22:06.591970+00:00
460,External monitor is not detected,restarting the device did not resolve the problem. The issue is currently affecting several users.,High,Hardware,Workplace IT,Dock,Enterprise,14.04,Jira,L1-Hardware,Yes,2026-09-07T18:27:27.043465+00:00
461,DNS resolution failing for internal service,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,Low,Network,Platform,DNS,Standard,4.75,Chat,L2-Network,No,2026-08-30T14:06:05.729971+00:00
462,Notification jobs are delayed,the same request succeeds after a retry. The support team has attached the latest logs.,High,Application,Customer Portal,Notifications,Enterprise,12.7,Email,L2-Network,Yes,2026-09-09T17:20:26.616874+00:00
463,Firewall blocks application traffic,packets appear to be dropped intermittently. The problem is reproducible from the production environment.,Low,Network,Platform,Load Balancer,Enterprise,18.53,Chat,L2-Network,No,2026-09-18T01:15:35.992070+00:00
464,Intermittent network connectivity,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Low,Network,Platform,Load Balancer,Standard,5.2,Chat,L2-Network,No,2026-09-05T10:52:20.936037+00:00
465,Application page shows a blank screen,the UI shows an unexpected error message. The issue is currently affecting several users.,High,Application,Customer Portal,Checkout,Enterprise,26.91,Chat,L2-Application,Yes,2026-08-28T12:25:14.604090+00:00
466,Application page shows a blank screen,the UI shows an unexpected error message. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Search,Standard,1.76,Chat,L2-Application,No,2026-08-26T13:12:07.545790+00:00
467,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,Low,Network,Platform,Load Balancer,Standard,32.36,Jira,L2-Network,Yes,2026-09-10T02:11:52.760393+00:00
468,Reports are running much slower,the issue is affecting reporting and analytics. The support team has attached the latest logs.,Medium,Database,Data Services,Replication,Standard,31.92,Portal,L1-General,Yes,2026-08-22T10:36:04.655731+00:00
469,External monitor is not detected,the device worked earlier in the day. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Monitor,Business,8.29,Portal,L2-Network,Yes,2026-09-06T11:31:13.727535+00:00
470,Notification jobs are delayed,the same request succeeds after a retry. The issue is currently affecting several users.,High,Application,Customer Portal,API,Enterprise,12.55,Email,L2-Application,Yes,2026-08-25T14:09:18.409416+00:00
471,Laptop will not power on,restarting the device did not resolve the problem. This started after a recent configuration change.,Low,Hardware,Workplace IT,Laptop,Enterprise,17.53,Portal,L1-Hardware,Yes,2026-09-06T12:22:36.749295+00:00
472,MFA challenge is failing,the event should be reviewed for security impact. The support team has attached the latest logs.,Low,Access,Identity,IAM,Enterprise,30.33,Portal,Security,Yes,2026-09-12T02:40:46.931558+00:00
473,Replication is lagging,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,Medium,Database,Data Services,Replication,Business,4.75,Jira,L3-Database,No,2026-08-26T23:45:26.646823+00:00
474,Keyboard stops responding,the device worked earlier in the day. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Dock,Enterprise,22.4,Jira,L2-Network,Yes,2026-08-25T04:13:13.063218+00:00
475,Database connection pool is exhausted,replica data is several minutes behind primary. The issue is currently affecting several users.,Low,Database,Data Services,PostgreSQL,Business,4.18,Chat,L3-Database,No,2026-09-10T21:45:28.332060+00:00
476,DNS resolution failing for internal service,users cannot stay connected to the corporate network. The issue is currently affecting several users.,Medium,Network,Platform,Firewall,Standard,6.68,Jira,L2-Network,No,2026-09-11T13:50:10.670905+00:00
477,Database queries are timing out,the scheduled backup did not complete successfully. The support team has attached the latest logs.,High,Database,Data Services,Replication,Standard,8.95,Portal,L3-Database,Yes,2026-08-26T04:16:44.559291+00:00
478,Checkout returns an error,logs contain repeated server errors. The problem is reproducible from the production environment.,High,Application,Customer Portal,Checkout,Standard,25.45,Chat,L2-Application,Yes,2026-08-21T12:22:31.196328+00:00
479,Keyboard stops responding,the issue affects a single employee workstation. The support team has attached the latest logs.,Low,Hardware,Workplace IT,Dock,Standard,4.51,Jira,L1-Hardware,No,2026-09-07T00:37:50.745147+00:00
480,Load balancer health checks failing,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,Medium,Network,Platform,WiFi,Standard,12.05,Chat,L2-Network,Yes,2026-09-06T13:51:31.998588+00:00
481,MFA challenge is failing,the event should be reviewed for security impact. This started after a recent configuration change.,Medium,Access,Identity,MFA,Business,6.63,Portal,Security,No,2026-08-30T07:15:19.146362+00:00
482,Reports are running much slower,the scheduled backup did not complete successfully. The issue is currently affecting several users.,Medium,Database,Data Services,MySQL,Business,14.09,Chat,L3-Database,Yes,2026-08-26T06:42:48.830164+00:00
483,Docking station disconnects,the issue affects a single employee workstation. This started after a recent configuration change.,High,Hardware,Workplace IT,Laptop,Standard,19.39,Portal,L1-Hardware,Yes,2026-09-13T16:41:38.650525+00:00
484,Docking station disconnects,the issue affects a single employee workstation. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Printer,Business,15.03,Chat,L1-Hardware,No,2026-08-25T00:59:04.688415+00:00
485,Database connection pool is exhausted,the issue is affecting reporting and analytics. This started after a recent configuration change.,Medium,Database,Data Services,PostgreSQL,Enterprise,12.98,Jira,L3-Database,Yes,2026-08-22T00:36:01.776297+00:00
486,Printer is unavailable,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Monitor,Enterprise,32.6,Email,L1-Hardware,Yes,2026-08-24T16:24:43.395320+00:00
487,Intermittent network connectivity,connections fail after authentication. The issue is currently affecting several users.,High,Network,Platform,WiFi,Standard,34.63,Chat,L2-Network,Yes,2026-09-16T17:04:47.929166+00:00
488,Replication is lagging,transactions are waiting longer than expected. This started after a recent configuration change.,Medium,Database,Data Services,MySQL,Enterprise,28.46,Email,L3-Database,Yes,2026-09-16T08:50:24.236521+00:00
489,Intermittent network connectivity,connections fail after authentication. The support team has attached the latest logs.,High,Network,Platform,VPN,Standard,8.1,Portal,L2-Network,Yes,2026-09-06T23:55:52.240324+00:00
490,Replication is lagging,connections remain open after requests finish. The issue is currently affecting several users.,Medium,Database,Data Services,Backup,Standard,32.34,Portal,L3-Database,Yes,2026-08-31T00:52:19.595286+00:00
491,Search results fail to load,the UI shows an unexpected error message. The support team has attached the latest logs.,Low,Application,Customer Portal,API,Business,33.66,Chat,L2-Application,Yes,2026-09-17T09:40:10.029251+00:00
492,VPN connection drops repeatedly,connections fail after authentication. This started after a recent configuration change.,Medium,Network,Platform,Firewall,Standard,15.06,Jira,L2-Network,No,2026-08-23T17:47:47.613364+00:00
493,Intermittent network connectivity,requests time out from the office network. The problem is reproducible from the production environment.,Medium,Network,Platform,VPN,Business,28.16,Portal,L2-Network,Yes,2026-08-22T21:26:23.322122+00:00
494,User cannot access internal application,the authentication flow stops before completion. The support team has attached the latest logs.,Low,Access,Identity,Permissions,Standard,35.57,Email,Security,Yes,2026-09-13T11:44:16.691661+00:00
495,Search results fail to load,logs contain repeated server errors. This started after a recent configuration change.,Medium,Application,Customer Portal,Checkout,Standard,17.35,Jira,L2-Application,Yes,2026-09-06T23:04:29.100975+00:00
496,Reports are running much slower,the issue is affecting reporting and analytics. This started after a recent configuration change.,Low,Database,Data Services,PostgreSQL,Enterprise,21.7,Email,L3-Database,Yes,2026-09-02T07:58:14.849988+00:00
497,Load balancer health checks failing,connections fail after authentication. This started after a recent configuration change.,High,Network,Platform,VPN,Business,6.09,Jira,L2-Network,Yes,2026-09-03T21:18:36.006501+00:00
498,Notification jobs are delayed,the application worked yesterday but now fails for multiple users. The support team has attached the latest logs.,Medium,Application,Customer Portal,API,Enterprise,3.1,Jira,L2-Application,No,2026-09-15T03:26:33.935056+00:00
499,Database connection pool is exhausted,replica data is several minutes behind primary. The issue is currently affecting several users.,Low,Database,Data Services,Query Engine,Business,28.49,Email,L3-Database,Yes,2026-09-07T19:40:59.767889+00:00
500,Reports are running much slower,the scheduled backup did not complete successfully. The problem is reproducible from the production environment.,Medium,Database,Data Services,Query Engine,Business,13.88,Portal,L2-Application,Yes,2026-09-17T10:07:17.251120+00:00
501,Keyboard stops responding,the device worked earlier in the day. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Keyboard,Standard,29.41,Portal,L1-Hardware,Yes,2026-09-11T22:52:13.741992+00:00
502,Intermittent network connectivity,packets appear to be dropped intermittently. The customer has already tried restarting the service.,Medium,Network,Platform,DNS,Standard,11.92,Jira,L2-Network,No,2026-08-27T17:38:33.215661+00:00
503,Unexpected permission change detected,the account may have incorrect permissions. The customer has already tried restarting the service.,Medium,Access,Identity,IAM,Business,13.56,Jira,Security,Yes,2026-08-22T07:29:52.300696+00:00
504,Docking station disconnects,the issue affects a single employee workstation. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Keyboard,Standard,8.1,Portal,L1-Hardware,No,2026-08-25T01:54:02.155793+00:00
505,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,High,Network,Platform,VPN,Enterprise,16.56,Portal,L2-Network,Yes,2026-09-03T03:17:57.747828+00:00
506,MFA challenge is failing,the event should be reviewed for security impact. The support team has attached the latest logs.,High,Access,Identity,SSO,Enterprise,4.3,Chat,Security,Yes,2026-09-03T21:39:20.861387+00:00
507,Application page shows a blank screen,the same request succeeds after a retry. This started after a recent configuration change.,Medium,Application,Customer Portal,Checkout,Business,33.68,Jira,L2-Application,Yes,2026-08-23T22:28:25.920494+00:00
508,Intermittent network connectivity,the service becomes unreachable every few minutes. The customer has already tried restarting the service.,Medium,Network,Platform,WiFi,Standard,26.66,Email,L2-Network,Yes,2026-09-03T04:44:32.862162+00:00
509,External monitor is not detected,a replacement may be required if troubleshooting fails. The customer has already tried restarting the service.,Medium,Hardware,Workplace IT,Monitor,Standard,4.91,Email,L2-Network,No,2026-09-14T15:01:12.455194+00:00
510,Search results fail to load,customers are unable to complete the workflow. The support team has attached the latest logs.,Medium,Application,Customer Portal,API,Standard,5.25,Email,L2-Application,No,2026-09-13T22:53:46.524323+00:00
511,Application page shows a blank screen,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Notifications,Standard,8.47,Jira,L2-Application,No,2026-09-15T02:35:49.067451+00:00
512,Intermittent network connectivity,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,Load Balancer,Enterprise,35.3,Chat,L2-Network,Yes,2026-08-24T05:38:35.978263+00:00
513,Firewall blocks application traffic,packets appear to be dropped intermittently. The support team has attached the latest logs.,Medium,Network,Platform,Firewall,Standard,17.88,Portal,L2-Network,Yes,2026-08-31T06:51:52.675953+00:00
514,MFA challenge is failing,the event should be reviewed for security impact. The customer has already tried restarting the service.,Low,Access,Identity,Password Reset,Enterprise,21.64,Portal,Security,Yes,2026-08-24T20:07:20.528817+00:00
515,Firewall blocks application traffic,requests time out from the office network. The support team has attached the latest logs.,Medium,Network,Platform,Load Balancer,Standard,18.93,Chat,L2-Network,Yes,2026-09-12T05:43:53.008623+00:00
516,Search results fail to load,customers are unable to complete the workflow. The issue is currently affecting several users.,Medium,Application,Customer Portal,Authentication,Standard,12.42,Jira,L2-Application,No,2026-09-16T17:52:11.154920+00:00
517,Laptop will not power on,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Keyboard,Business,7.49,Jira,L1-Hardware,No,2026-09-02T14:52:17.217418+00:00
518,Keyboard stops responding,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Keyboard,Business,17.18,Jira,L1-Hardware,Yes,2026-08-26T00:51:00.271558+00:00
519,Password reset link is invalid,login works for other accounts but not this user. The support team has attached the latest logs.,Medium,Access,Identity,IAM,Enterprise,11.24,Portal,Security,Yes,2026-09-17T03:19:15.706006+00:00
520,Laptop will not power on,the peripheral is intermittently unavailable. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Dock,Business,27.26,Email,L1-Hardware,Yes,2026-09-16T16:02:24.409265+00:00
521,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,Low,Database,Data Services,MySQL,Enterprise,30.02,Jira,L3-Database,Yes,2026-09-06T09:20:02.652312+00:00
522,DNS resolution failing for internal service,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,Low,Network,Platform,DNS,Enterprise,13.79,Jira,L2-Network,No,2026-09-15T20:15:49.426191+00:00
523,Backup job failed overnight,the issue is affecting reporting and analytics. This started after a recent configuration change.,Medium,Database,Data Services,Backup,Enterprise,27.37,Jira,L3-Database,Yes,2026-08-22T13:30:12.686782+00:00
524,Database queries are timing out,replica data is several minutes behind primary. The problem is reproducible from the production environment.,Medium,Database,Data Services,PostgreSQL,Standard,13.15,Chat,L3-Database,Yes,2026-09-07T01:32:32.088431+00:00
525,Application page shows a blank screen,the application worked yesterday but now fails for multiple users. The customer has already tried restarting the service.,Medium,Application,Customer Portal,Checkout,Enterprise,4.09,Portal,L2-Application,No,2026-09-19T11:32:13.544037+00:00
526,Unexpected permission change detected,login works for other accounts but not this user. This started after a recent configuration change.,Medium,Access,Identity,SSO,Enterprise,9.66,Chat,Security,No,2026-09-12T08:46:27.354148+00:00
527,Notification jobs are delayed,customers are unable to complete the workflow. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,API,Business,20.98,Email,L2-Application,Yes,2026-09-06T12:53:35.648025+00:00
528,Intermittent network connectivity,users cannot stay connected to the corporate network. The customer has already tried restarting the service.,Low,Network,Platform,WiFi,Enterprise,10.58,Jira,L2-Network,No,2026-09-15T12:23:34.765114+00:00
529,API requests return HTTP 500,the UI shows an unexpected error message. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Authentication,Standard,32.04,Chat,L2-Application,Yes,2026-08-29T01:15:28.937240+00:00
530,Database connection pool is exhausted,connections remain open after requests finish. The support team has attached the latest logs.,High,Database,Data Services,MySQL,Enterprise,4.11,Portal,L3-Database,Yes,2026-08-22T12:16:44.572556+00:00
531,Intermittent network connectivity,users cannot stay connected to the corporate network. The problem is reproducible from the production environment.,Low,Network,Platform,Load Balancer,Enterprise,30.53,Jira,L2-Network,Yes,2026-08-29T22:27:51.352743+00:00
532,VPN connection drops repeatedly,requests time out from the office network. The issue is currently affecting several users.,Medium,Network,Platform,VPN,Enterprise,15.08,Portal,L2-Network,Yes,2026-09-02T19:31:15.129441+00:00
533,Replication is lagging,transactions are waiting longer than expected. The issue is currently affecting several users.,Medium,Database,Data Services,PostgreSQL,Enterprise,33.9,Chat,L3-Database,Yes,2026-09-17T08:16:34.557795+00:00
534,MFA challenge is failing,login works for other accounts but not this user. The issue is currently affecting several users.,High,Access,Identity,SSO,Enterprise,19.59,Email,Security,Yes,2026-08-26T05:26:12.234870+00:00
535,Replication is lagging,connections remain open after requests finish. The support team has attached the latest logs.,Medium,Database,Data Services,PostgreSQL,Enterprise,15.62,Portal,L3-Database,Yes,2026-09-04T08:20:22.029952+00:00
536,Checkout returns an error,customers are unable to complete the workflow. This started after a recent configuration change.,High,Application,Customer Portal,Authentication,Business,23.04,Jira,L2-Application,Yes,2026-09-20T01:35:47.259984+00:00
537,Replication is lagging,connections remain open after requests finish. The issue is currently affecting several users.,Low,Database,Data Services,PostgreSQL,Enterprise,16.71,Portal,L3-Database,Yes,2026-08-24T18:35:14.349426+00:00
538,Firewall blocks application traffic,users cannot stay connected to the corporate network. The customer has already tried restarting the service.,High,Network,Platform,DNS,Enterprise,23.77,Email,L1-Hardware,Yes,2026-08-23T03:38:48.487950+00:00
539,SSO login returns access denied,the account may have incorrect permissions. The customer has already tried restarting the service.,High,Access,Identity,Password Reset,Standard,14.04,Jira,Security,Yes,2026-08-30T22:04:38.609353+00:00
540,Docking station disconnects,the peripheral is intermittently unavailable. This started after a recent configuration change.,Medium,Hardware,Workplace IT,Laptop,Standard,17.89,Jira,L1-Hardware,Yes,2026-08-31T02:17:06.389007+00:00
541,SSO login returns access denied,login works for other accounts but not this user. The support team has attached the latest logs.,Medium,Access,Identity,Password Reset,Enterprise,32.73,Jira,Security,Yes,2026-08-31T14:53:47.428343+00:00
542,Checkout returns an error,logs contain repeated server errors. The problem is reproducible from the production environment.,High,Application,Customer Portal,Notifications,Standard,28.21,Portal,L2-Application,Yes,2026-09-07T01:48:49.061030+00:00
543,Reports are running much slower,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,Low,Database,Data Services,MySQL,Enterprise,6.76,Email,L3-Database,No,2026-08-26T02:03:10.499507+00:00
544,Notification jobs are delayed,the UI shows an unexpected error message. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Notifications,Standard,32.21,Email,L2-Application,Yes,2026-09-06T18:12:08.783637+00:00
545,Laptop will not power on,restarting the device did not resolve the problem. The problem is reproducible from the production environment.,Low,Hardware,Workplace IT,Monitor,Enterprise,6.24,Chat,L1-Hardware,No,2026-08-27T01:07:03.618462+00:00
546,Laptop will not power on,the peripheral is intermittently unavailable. The customer has already tried restarting the service.,Low,Hardware,Workplace IT,Laptop,Standard,20.24,Chat,L2-Network,No,2026-09-11T16:26:01.426952+00:00
547,SSO login returns access denied,the authentication flow stops before completion. The support team has attached the latest logs.,Medium,Access,Identity,Permissions,Business,10.94,Jira,Security,No,2026-09-16T13:22:43.585445+00:00
548,Intermittent network connectivity,the service becomes unreachable every few minutes. This started after a recent configuration change.,Low,Network,Platform,Firewall,Enterprise,21.8,Chat,L2-Network,No,2026-08-26T12:55:01.621578+00:00
549,Reports are running much slower,connections remain open after requests finish. This started after a recent configuration change.,Low,Database,Data Services,PostgreSQL,Business,29.57,Jira,L3-Database,Yes,2026-08-27T21:40:57.580239+00:00
550,Backup job failed overnight,the scheduled backup did not complete successfully. The support team has attached the latest logs.,Medium,Database,Data Services,PostgreSQL,Enterprise,22.57,Jira,L3-Database,Yes,2026-09-17T13:50:31.031343+00:00
551,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,Low,Database,Data Services,Replication,Business,33.81,Email,L3-Database,Yes,2026-08-30T18:19:59.584861+00:00
552,Intermittent network connectivity,packets appear to be dropped intermittently. The customer has already tried restarting the service.,Medium,Network,Platform,Firewall,Standard,8.94,Jira,L2-Network,Yes,2026-09-01T06:48:38.761569+00:00
553,VPN connection drops repeatedly,requests time out from the office network. The problem is reproducible from the production environment.,Low,Network,Platform,VPN,Enterprise,11.14,Jira,L2-Network,No,2026-08-22T16:47:57.307066+00:00
554,Notification jobs are delayed,logs contain repeated server errors. The problem is reproducible from the production environment.,Medium,Application,Customer Portal,Checkout,Enterprise,29.69,Jira,L2-Application,Yes,2026-09-05T15:25:58.696825+00:00
555,Search results fail to load,the same request succeeds after a retry. The support team has attached the latest logs.,Medium,Application,Customer Portal,API,Standard,11.54,Portal,L2-Application,No,2026-09-18T10:44:40.207639+00:00
556,Search results fail to load,the same request succeeds after a retry. The support team has attached the latest logs.,Low,Application,Customer Portal,Checkout,Business,5.36,Email,L2-Application,No,2026-09-10T19:42:54.204564+00:00
557,Printer is unavailable,the peripheral is intermittently unavailable. This started after a recent configuration change.,High,Hardware,Workplace IT,Dock,Standard,16.94,Jira,L1-Hardware,Yes,2026-09-14T01:11:37.051386+00:00
558,Database queries are timing out,connections remain open after requests finish. This started after a recent configuration change.,Low,Database,Data Services,Replication,Standard,1.28,Portal,L3-Database,No,2026-09-07T21:52:30.423118+00:00
559,API requests return HTTP 500,logs contain repeated server errors. The problem is reproducible from the production environment.,Low,Application,Customer Portal,Checkout,Standard,3.54,Jira,L2-Application,No,2026-09-04T06:19:01.783457+00:00
560,Notification jobs are delayed,the same request succeeds after a retry. The support team has attached the latest logs.,Medium,Application,Customer Portal,Authentication,Enterprise,9.14,Email,L2-Application,No,2026-09-08T19:49:37.491351+00:00
561,Docking station disconnects,the device worked earlier in the day. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Printer,Standard,27.27,Chat,L1-Hardware,Yes,2026-08-29T23:50:13.674643+00:00
562,External monitor is not detected,the peripheral is intermittently unavailable. The issue is currently affecting several users.,Medium,Hardware,Workplace IT,Laptop,Enterprise,17.23,Chat,L1-Hardware,Yes,2026-09-18T15:05:19.640137+00:00
563,VPN connection drops repeatedly,the service becomes unreachable every few minutes. The problem is reproducible from the production environment.,Medium,Network,Platform,WiFi,Business,19.47,Portal,L2-Application,Yes,2026-08-26T02:40:37.601508+00:00
564,VPN connection drops repeatedly,users cannot stay connected to the corporate network. The support team has attached the latest logs.,Low,Network,Platform,Load Balancer,Business,33.27,Email,L2-Network,Yes,2026-08-22T14:04:44.799024+00:00
565,External monitor is not detected,the issue affects a single employee workstation. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Monitor,Enterprise,14.55,Email,L1-Hardware,Yes,2026-08-31T22:18:21.861767+00:00
566,Intermittent network connectivity,packets appear to be dropped intermittently. This started after a recent configuration change.,High,Network,Platform,WiFi,Business,15.41,Jira,L2-Network,Yes,2026-09-08T20:12:02.761955+00:00
567,API requests return HTTP 500,the same request succeeds after a retry. The customer has already tried restarting the service.,Low,Application,Customer Portal,Search,Enterprise,1.54,Jira,L2-Application,No,2026-09-10T18:53:37.885882+00:00
568,Replication is lagging,the scheduled backup did not complete successfully. The customer has already tried restarting the service.,High,Database,Data Services,MySQL,Business,10.62,Jira,L3-Database,Yes,2026-09-10T12:34:15.073467+00:00
569,Keyboard stops responding,restarting the device did not resolve the problem. The support team has attached the latest logs.,Medium,Hardware,Workplace IT,Printer,Business,35.92,Email,L1-Hardware,Yes,2026-09-02T05:40:31.658352+00:00
570,Reports are running much slower,connections remain open after requests finish. The problem is reproducible from the production environment.,High,Database,Data Services,Backup,Business,9.63,Portal,L3-Database,Yes,2026-08-28T18:58:08.701201+00:00
571,Search results fail to load,the same request succeeds after a retry. The support team has attached the latest logs.,Low,Application,Customer Portal,API,Enterprise,17.93,Portal,L2-Application,Yes,2026-09-14T05:13:01.941204+00:00
572,Reports are running much slower,the issue is affecting reporting and analytics. This started after a recent configuration change.,Medium,Database,Data Services,Backup,Business,3.58,Jira,L3-Database,No,2026-09-15T12:14:55.339301+00:00
573,User cannot access internal application,the account may have incorrect permissions. The problem is reproducible from the production environment.,Low,Access,Identity,IAM,Enterprise,33.98,Jira,Security,Yes,2026-09-12T17:12:39.913629+00:00
574,Docking station disconnects,the issue affects a single employee workstation. The problem is reproducible from the production environment.,Medium,Hardware,Workplace IT,Laptop,Business,36.0,Email,L1-Hardware,Yes,2026-08-24T08:59:15.665352+00:00
575,DNS resolution failing for internal service,requests time out from the office network. This started after a recent configuration change.,Medium,Network,Platform,Load Balancer,Standard,26.97,Jira,L2-Network,Yes,2026-09-10T00:49:56.889889+00:00
576,Backup job failed overnight,replica data is several minutes behind primary. The customer has already tried restarting the service.,Medium,Database,Data Services,Backup,Enterprise,5.41,Chat,L3-Database,Yes,2026-08-26T11:45:34.669804+00:00
577,Unexpected permission change detected,the authentication flow stops before completion. The problem is reproducible from the production environment.,Medium,Access,Identity,SSO,Business,19.57,Portal,L1-General,Yes,2026-09-13T07:59:21.365740+00:00
